conversation_id,candor_relative_path,transcript_filename,split,label_path,membership_status,sha256
0020a0c5-1658-4747-99c1-2839e736b481,0020a0c5-1658-4747-99c1-2839e736b481,0020a0c5-1658-4747-99c1-2839e736b481.txt,test,silver_labels/test/0020a0c5-1658-4747-99c1-2839e736b481/labels.json,verified,435bb88e9c1fee7264e40cee5bc8c4dcf7e624b646f322a23896b988e763dc6e
002d68da-7738-4177-89d9-d72ae803e0e4,002d68da-7738-4177-89d9-d72ae803e0e4,002d68da-7738-4177-89d9-d72ae803e0e4.txt,test,silver_labels/test/002d68da-7738-4177-89d9-d72ae803e0e4/labels.json,verified,b3aeb3f9490597cb73c389df4a0b06d53f642fb9e9e81d75784804a24973c98d
00411458-8275-4b92-a000-d52187f03604,00411458-8275-4b92-a000-d52187f03604,00411458-8275-4b92-a000-d52187f03604.txt,test,silver_labels/test/00411458-8275-4b92-a000-d52187f03604/labels.json,verified,bd35b2c412b391a8805781e64312e252bbbe88880bbd1076a1e302f78fb76faf
00ae2f18-9599-4df6-8e3a-6936c86b97f0,00ae2f18-9599-4df6-8e3a-6936c86b97f0,00ae2f18-9599-4df6-8e3a-6936c86b97f0.txt,test,silver_labels/test/00ae2f18-9599-4df6-8e3a-6936c86b97f0/labels.json,verified,e48bdb9ac332c14da0e6c6149c177934f49af1d5e61382368ef541da260b971b
00b410f7-8b5f-4404-8433-0fb8c4be8f62,00b410f7-8b5f-4404-8433-0fb8c4be8f62,00b410f7-8b5f-4404-8433-0fb8c4be8f62.txt,test,silver_labels/test/00b410f7-8b5f-4404-8433-0fb8c4be8f62/labels.json,verified,74a67dced126978399667300a89883b423a71de0766197616ad33eee55d2f20e
010a1b2a-7b69-4245-807f-d94eb6aa165c,010a1b2a-7b69-4245-807f-d94eb6aa165c,010a1b2a-7b69-4245-807f-d94eb6aa165c.txt,test,silver_labels/test/010a1b2a-7b69-4245-807f-d94eb6aa165c/labels.json,verified,c390b6964ad94ca3b4c47a510744e00374247f5b7c2606e70788a72ba022d517
012dd705-ee62-49f6-8016-cf2e3cc066e4,012dd705-ee62-49f6-8016-cf2e3cc066e4,012dd705-ee62-49f6-8016-cf2e3cc066e4.txt,test,silver_labels/test/012dd705-ee62-49f6-8016-cf2e3cc066e4/labels.json,verified,d172ea117c2a8cd55b01b3d1ec826b50ffc850c42753edc076cce25d5c85acfa
014a3227-9b4c-4f23-ad5b-8325235301ed,014a3227-9b4c-4f23-ad5b-8325235301ed,014a3227-9b4c-4f23-ad5b-8325235301ed.txt,test,silver_labels/test/014a3227-9b4c-4f23-ad5b-8325235301ed/labels.json,verified,5570dd2ae1fdfc4b1a1ee72574613f23c1fe30ab823f67f0f8fa944d30f369b3
01849238-f5f0-487e-bca4-7b4fe0c9625c,01849238-f5f0-487e-bca4-7b4fe0c9625c,01849238-f5f0-487e-bca4-7b4fe0c9625c.txt,test,silver_labels/test/01849238-f5f0-487e-bca4-7b4fe0c9625c/labels.json,verified,4c9eae1ed004da0319f3f0f44d52fd77a9f281ccff54287580c572dcbd9df5b0
01a4c01c-cf0e-4f37-ab2b-641bb604af30,01a4c01c-cf0e-4f37-ab2b-641bb604af30,01a4c01c-cf0e-4f37-ab2b-641bb604af30.txt,test,silver_labels/test/01a4c01c-cf0e-4f37-ab2b-641bb604af30/labels.json,verified,bd739cb0eddc72e7a7c0e30961e64518b8ebbe3cc9b011bd11703aa5297d2056
01a62310-06c3-4b69-9d75-50f1e2f1dabf,01a62310-06c3-4b69-9d75-50f1e2f1dabf,01a62310-06c3-4b69-9d75-50f1e2f1dabf.txt,test,silver_labels/test/01a62310-06c3-4b69-9d75-50f1e2f1dabf/labels.json,verified,0d344b05782958daab55a5d42b5fc1a08d6b27bd20fb71d61c1186567888d491
01b9ad1a-cf5c-466b-b227-dfe3a36d1359,01b9ad1a-cf5c-466b-b227-dfe3a36d1359,01b9ad1a-cf5c-466b-b227-dfe3a36d1359.txt,test,silver_labels/test/01b9ad1a-cf5c-466b-b227-dfe3a36d1359/labels.json,verified,2a589ede44c1e73dbb9f0127a5b0625d4c83151f27aa6a0d9a023ebd1b73d0b6
01d74df6-2a6f-4c0a-b2c8-6aa4ac78ab18,01d74df6-2a6f-4c0a-b2c8-6aa4ac78ab18,01d74df6-2a6f-4c0a-b2c8-6aa4ac78ab18.txt,test,silver_labels/test/01d74df6-2a6f-4c0a-b2c8-6aa4ac78ab18/labels.json,verified,faa5d12e1354974f54561749fda221f81401ee9521c23215f9a451267f3d4626
01e64778-2ce4-482d-814c-08360b12c88a,01e64778-2ce4-482d-814c-08360b12c88a,01e64778-2ce4-482d-814c-08360b12c88a.txt,test,silver_labels/test/01e64778-2ce4-482d-814c-08360b12c88a/labels.json,verified,2a985a69c19a7211523d277fddbdeb70395dbb7b43dd020813b7756c281ba747
0203bb21-da17-416b-8e2f-018b99689616,0203bb21-da17-416b-8e2f-018b99689616,0203bb21-da17-416b-8e2f-018b99689616.txt,test,silver_labels/test/0203bb21-da17-416b-8e2f-018b99689616/labels.json,verified,3afea643baf3188a4fc3069fdaf72bd9c36dd261881fe44b7ae81d8cbad6fecc
02053f7c-a002-4797-9139-037798747eb2,02053f7c-a002-4797-9139-037798747eb2,02053f7c-a002-4797-9139-037798747eb2.txt,test,silver_labels/test/02053f7c-a002-4797-9139-037798747eb2/labels.json,verified,2a5a3e33014f8b889c94fc504eefdccfbad6dc349315bfdaf413a6ac413acfb4
0235bac2-3469-447b-adae-e39559adfa4a,0235bac2-3469-447b-adae-e39559adfa4a,0235bac2-3469-447b-adae-e39559adfa4a.txt,test,silver_labels/test/0235bac2-3469-447b-adae-e39559adfa4a/labels.json,verified,a3cae27621cdbe893904f93a341ba43ce33a3df658576f6f3d38426526f471b2
024c9be7-c98d-4a2e-b4a9-7884d0b0f626,024c9be7-c98d-4a2e-b4a9-7884d0b0f626,024c9be7-c98d-4a2e-b4a9-7884d0b0f626.txt,test,silver_labels/test/024c9be7-c98d-4a2e-b4a9-7884d0b0f626/labels.json,verified,470a82c1ff4a864c190a660ef8f2ca0af0ce9e396054d5a60b66f07840afbbf6
026c91ab-94c5-482c-aba7-42e83a79c423,026c91ab-94c5-482c-aba7-42e83a79c423,026c91ab-94c5-482c-aba7-42e83a79c423.txt,test,silver_labels/test/026c91ab-94c5-482c-aba7-42e83a79c423/labels.json,verified,6e45439f419841c0cd6d73ecc1ca0a2d3cbd1043b5efb16ed37e91621bc968d3
0278950b-a7e0-4e15-8a2b-1629ff1b17ba,0278950b-a7e0-4e15-8a2b-1629ff1b17ba,0278950b-a7e0-4e15-8a2b-1629ff1b17ba.txt,test,silver_labels/test/0278950b-a7e0-4e15-8a2b-1629ff1b17ba/labels.json,verified,f7d984b36a0efda8d391257dfbb6ee0f849068d183ad845c12b6e4a79a6762d8
02e02af3-8df5-4e65-a1b1-bb1a5ca44879,02e02af3-8df5-4e65-a1b1-bb1a5ca44879,02e02af3-8df5-4e65-a1b1-bb1a5ca44879.txt,test,silver_labels/test/02e02af3-8df5-4e65-a1b1-bb1a5ca44879/labels.json,verified,6125b0d917505060c2e11fac770bd23498b4ad4dee86af6300a8c829a9b09cea
02f3959f-e462-42c7-b92e-9ef5a991b98e,02f3959f-e462-42c7-b92e-9ef5a991b98e,02f3959f-e462-42c7-b92e-9ef5a991b98e.txt,test,silver_labels/test/02f3959f-e462-42c7-b92e-9ef5a991b98e/labels.json,verified,f5c39433c9d41809a41d6fc136e1433c5bef3a3a6593595b84b9e9c0a025a13c
030c76ab-9e19-4b78-9a7a-86cd7ba8472a,030c76ab-9e19-4b78-9a7a-86cd7ba8472a,030c76ab-9e19-4b78-9a7a-86cd7ba8472a.txt,test,silver_labels/test/030c76ab-9e19-4b78-9a7a-86cd7ba8472a/labels.json,verified,9df8589244911041ab31c5335b8d51f15ebd1633665d6ee751220df32024f8b7
03567661-8004-4986-82d5-a32582ed9a6e,03567661-8004-4986-82d5-a32582ed9a6e,03567661-8004-4986-82d5-a32582ed9a6e.txt,test,silver_labels/test/03567661-8004-4986-82d5-a32582ed9a6e/labels.json,verified,0ff2565c15fc50b9d3d2f39273a8032b112f454e4e5bae741805dea1fc405fa9
035b1a02-b973-47a0-bd65-cec240353f0c,035b1a02-b973-47a0-bd65-cec240353f0c,035b1a02-b973-47a0-bd65-cec240353f0c.txt,test,silver_labels/test/035b1a02-b973-47a0-bd65-cec240353f0c/labels.json,verified,090e15964336d98ec534e30c1ca641fc3d46d63cfda1a07c27c8f69023947ba0
047ad63e-bcb7-47c8-9e54-f53572e1ad5f,047ad63e-bcb7-47c8-9e54-f53572e1ad5f,047ad63e-bcb7-47c8-9e54-f53572e1ad5f.txt,test,silver_labels/test/047ad63e-bcb7-47c8-9e54-f53572e1ad5f/labels.json,verified,5bc06a23ce7989156d34e318bcce04869fed630a0adacb7cdc7116e1fa3c85f6
0480a711-11cc-4812-97e2-7a5fa69858fa,0480a711-11cc-4812-97e2-7a5fa69858fa,0480a711-11cc-4812-97e2-7a5fa69858fa.txt,test,silver_labels/test/0480a711-11cc-4812-97e2-7a5fa69858fa/labels.json,verified,baa2e35446764d068c7a62fe60694ea51a98c8c96cca480cdd5e1b042e5da207
0526291b-8050-4bb4-803c-ffb88cfcd3b3,0526291b-8050-4bb4-803c-ffb88cfcd3b3,0526291b-8050-4bb4-803c-ffb88cfcd3b3.txt,test,silver_labels/test/0526291b-8050-4bb4-803c-ffb88cfcd3b3/labels.json,verified,ee017c40f931809bd53c3e5ec3a525076593bc1a4888962500795cf87d3b7ebe
0542c0f0-6c1e-4e54-b3df-afa48b19f9b5,0542c0f0-6c1e-4e54-b3df-afa48b19f9b5,0542c0f0-6c1e-4e54-b3df-afa48b19f9b5.txt,test,silver_labels/test/0542c0f0-6c1e-4e54-b3df-afa48b19f9b5/labels.json,verified,ccdaf144bd690a86e9c476fdce63e84a3cbfc077c094b5630b584e8b4843bba4
05d984c2-1a2e-4bb2-8f4d-98c81fde6664,05d984c2-1a2e-4bb2-8f4d-98c81fde6664,05d984c2-1a2e-4bb2-8f4d-98c81fde6664.txt,test,silver_labels/test/05d984c2-1a2e-4bb2-8f4d-98c81fde6664/labels.json,verified,64cae641c7035ed6586bf9f4cb4dd3be400feebc63b35340fb8de3251d4afc82
05e45b17-5feb-4a07-9562-cdba59cd8f00,05e45b17-5feb-4a07-9562-cdba59cd8f00,05e45b17-5feb-4a07-9562-cdba59cd8f00.txt,test,silver_labels/test/05e45b17-5feb-4a07-9562-cdba59cd8f00/labels.json,verified,e9e889e4cb64945fe671faf177252020cdc8f0fa08ccbd932a52d41bc1a6524b
061b2400-4107-4662-99cc-3c5ec58c8f93,061b2400-4107-4662-99cc-3c5ec58c8f93,061b2400-4107-4662-99cc-3c5ec58c8f93.txt,test,silver_labels/test/061b2400-4107-4662-99cc-3c5ec58c8f93/labels.json,verified,b70bc0a574007ef7e9dd599c096af81df5d25c6325c608ee66a352bf1f70e67e
0697223a-23a7-4e7e-9917-6c8c7dc265c2,0697223a-23a7-4e7e-9917-6c8c7dc265c2,0697223a-23a7-4e7e-9917-6c8c7dc265c2.txt,test,silver_labels/test/0697223a-23a7-4e7e-9917-6c8c7dc265c2/labels.json,verified,b0076fe8378478b56d492c199c5099a9e24eacce24fe019bd13dee790dba276d
